epoch,train_loss,train_acc,train_auc,train_f1,train_specificity,train_recall,train_precision,train_npv,val_loss,val_acc,val_auc,val_f1,val_specificity,val_recall,val_precision,val_npv
1,0.7868746811277177,0.5558876129518072,0.5797192527772246,0.634166198220551,0.34075984990619135,0.772478277295051,0.537862098444744,0.6012579657369859,0.7506778908403297,0.5935441370223979,0.6428881908533695,0.6721572794899043,0.35375494071146246,0.8333333333333334,0.5632235084594835,0.6797468354430379
2,0.7471672866538347,0.6010918674698795,0.6608126970441548,0.6650464335111639,0.41007905138339923,0.7921766145735266,0.5730777089150718,0.6637471439451638,0.6902107974416332,0.6617259552042161,0.7299572727185935,0.6355571327182399,0.7335309617918313,0.5899209486166008,0.6888461538461539,0.6414170506912442
3,0.7106582039002195,0.6411662274096386,0.7184841952215366,0.6699279205177601,0.5521575984990619,0.7307801284472988,0.6184310434400352,0.6737251759858067,0.6476504816036476,0.6935935441370223,0.7661263400893277,0.6789196651997584,0.7392951251646904,0.6478919631093544,0.713068696755483,0.6773804134600875
