epoch,train_loss,train_acc,train_auc,train_f1,train_specificity,train_recall,train_precision,train_npv,val_loss,val_acc,val_auc,val_f1,val_specificity,val_recall,val_precision,val_npv
12,0.6342976933984614,0.7033582089552238,0.7820881693127436,0.6991627642968639,0.7200917731891183,0.6867537053384751,0.7120285177513368,0.6952217350029384,0.5740533695029824,0.7317363234794427,0.8082929782990883,0.7111761477958661,0.8029221882432892,0.6605504587155964,0.7702060221870047,0.7028554431885782
13,0.6324953314306131,0.7052705223880597,0.7840242781994253,0.6993529355790276,0.7260030828156383,0.6845978296306646,0.7147580841235108,0.6965269997759355,0.5643374033110298,0.732330954808019,0.8129148867559401,0.7275871012362756,0.7497451580020388,0.7149167516139994,0.7407146629114593,0.7245115744541126
14,0.6299698145976708,0.7061567164179104,0.7865814390616821,0.6986078553317706,0.7282144184318098,0.6839171974522293,0.7139434829373228,0.6990546686881298,0.564493218558314,0.735134216785593,0.8114994298166466,0.7144165598094889,0.8076792388718994,0.6625891946992865,0.775039745627981,0.7053412462908012
15,0.6273140329255986,0.7124766791044777,0.7901724240522603,0.7058851594742241,0.7352996079895464,0.6896792839828454,0.7228709630136317,0.7029848748494177,0.5648381047193771,0.7330954808019028,0.8113998916322577,0.7194642857142857,0.7816853550798505,0.6845056065239552,0.7581859239744072,0.7124496748219263
16,0.6244624615827603,0.7154384328358209,0.7939488157475023,0.70617414756309,0.7433624210917192,0.6872422197225346,0.7261786846275753,0.70587976022567,0.5696046482366712,0.7336901121304791,0.808971705466498,0.7195634672153144,0.7840638803941556,0.6833163438668026,0.7598715284337805,0.7123012810618923
17,0.6240872852170646,0.7155083955223881,0.7951316357923128,0.7087084218820888,0.7372707809736573,0.6936524259138076,0.7244325115938491,0.707345389595892,0.5624221063259504,0.7296975874957526,0.8132150599757609,0.7126602853530792,0.7889908256880734,0.6704043493034318,0.7606013878180417,0.7053462940461726
18,0.622496731468101,0.7176305970149254,0.7965448102562906,0.7097516540416147,0.74335459243052,0.6918080284125426,0.7286508834965792,0.707707308425298,0.5758168151116242,0.7257050628610262,0.8008637380128432,0.7132072120081713,0.7692830445124023,0.68212708120965,0.7472547924809231,0.7076105641506485
19,0.6197408979286009,0.7197294776119403,0.7996261210215073,0.7164763612343116,0.7375676311456127,0.7021965317919076,0.7313490343399316,0.7088212687073292,0.5717761244057961,0.7289330615018689,0.8060453232553411,0.7084513476473275,0.799184505606524,0.6586816173972138,0.766356987546946,0.7007299270072993
20,0.6185262514806505,0.7199393656716417,0.7998856865004498,0.7142823154338463,0.7431356011620279,0.696954220447581,0.7324940223490948,0.7084468664850136,0.567100293043515,0.7363234794427455,0.8153153199959959,0.7018251681075889,0.8520217465171593,0.6206252123683317,0.8074712643678161,0.6919150110375276
21,0.61600291217441,0.724883395522388,0.8032416822543466,0.71546754781602,0.7556144511089413,0.6939596687409348,0.7383512544802867,0.713013338013338,0.56630554171684,0.7305470608222902,0.8095531747211056,0.7194906261054121,0.7699626231736324,0.691131498470948,0.750276650682405,0.7137007874015748
22,0.6105795960372953,0.7260727611940299,0.8084408319378575,0.7196391063586023,0.7488109670801082,0.7033218251376318,0.7367315022969406,0.7163440092782586,0.557092297255345,0.7382772680937818,0.8198227530463563,0.7330849865719483,0.7577302072714917,0.7188243289160721,0.7479229273466501,0.7293540474243663
23,0.6092980013854468,0.7273320895522388,0.8107197586037043,0.7221350824658967,0.7480241313192724,0.7067497790389357,0.738205140663719,0.717296739764115,0.5564703648990911,0.7347944274549779,0.8181190005044308,0.7246913580246913,0.7714916751613999,0.6980971797485559,0.7533920058672534,0.7187401076289965
24,0.6090459636565465,0.7278684701492537,0.8101778637207122,0.7193670185902215,0.7557301594681296,0.6998268681858594,0.7400296882731321,0.7170269078076753,0.5539122950285673,0.7383622154264357,0.8203280352521906,0.7232207045291158,0.7930682976554536,0.6836561331974176,0.7676459366653949,0.714854517611026
25,0.6077413286735762,0.7284048507462687,0.8122282615222023,0.7242897727272727,0.7434689307706661,0.7133463905987689,0.7355741488747836,0.7216536859264626,0.5516229767919235,0.742694529391777,0.821874694400311,0.7231514486792797,0.8132857628270472,0.672103295956507,0.7825914935707221,0.7126693464344201
26,0.603925808685929,0.7321828358208955,0.8167712976538836,0.7274280831671889,0.7511684426995701,0.7132749953453733,0.7421542037969779,0.7229219143576826,0.5391680106277699,0.7462623173632348,0.8316748542848729,0.7338501291989664,0.7928984029901461,0.6996262317363234,0.7715945287614765,0.7252525252525253
27,0.6008916758556864,0.7366138059701492,0.8194478005910858,0.7289786907275868,0.76286405508514,0.7102309922379126,0.74874297545105,0.7257236434451624,0.5569016713163127,0.7319062181447502,0.8195019563575646,0.7209549071618037,0.7711518858307849,0.6926605504587156,0.7516592920353983,0.7150283553875236
28,0.6004092405091471,0.7364972014925373,0.82057724061398,0.7316853078768016,0.7555586696562033,0.7174925484351714,0.7464508939386598,0.7272604649071535,0.5450575499107009,0.7435440027183147,0.8291532202803544,0.7348731009045403,0.7762487257900101,0.7108392796466191,0.7605889838211234,0.7285919311114655
29,0.5999087341463388,0.7388992537313432,0.8211300515796367,0.7351814182317044,0.753747023392632,0.724083306154778,0.7466250300264232,0.731611148878314,0.5438942768327568,0.7404009514101257,0.8279357717345386,0.7318827864537638,0.77217125382263,0.7086306489976215,0.7567126269956459,0.7260383386581469
30,0.5951082059696539,0.7391091417910448,0.8254672838829806,0.7334080022877297,0.7591842436094427,0.7189646311264776,0.748443579766537,0.730510752688172,0.5390433754528994,0.7449881073734285,0.8323162889093709,0.7420962199312715,0.7562011552837241,0.7337750594631328,0.7506082725060828,0.7396144898637421
31,0.5951455085580029,0.7385494402985074,0.8246266459409546,0.7336991377467398,0.7587093757306523,0.7184926727145848,0.749563191613279,0.7283623630813432,0.5424417115990883,0.7472816853550799,0.829254995440034,0.734966592427617,0.7937478763166836,0.700815494393476,0.7726165948679528,0.7262552463858231
32,0.5920710646839284,0.7444496268656716,0.8287466770904011,0.7373693797334866,0.7678629462834857,0.7208190806428939,0.7546975420693716,0.73516468862515,0.5404000753617805,0.742694529391777,0.8313171835840304,0.733854670064142,0.7759089364593952,0.709480122324159,0.7599636032757052,0.7275768679305401
33,0.5907156667602596,0.7435167910447761,0.8303106835133363,0.7402947010484557,0.7588257327465119,0.7283245051575132,0.7526649380581965,0.7348780266618301,0.539810169407207,0.7471967380224261,0.8327287005603926,0.7313109425785482,0.8063200815494393,0.6880733944954128,0.7803468208092486,0.7210574293527803
34,0.5876367903245029,0.7482042910447761,0.8335402140621133,0.7421242446678927,0.767165839862766,0.7290131856787575,0.7557155365307909,0.7412866230624496,0.5297468460124471,0.7539075773020727,0.8417844383644899,0.738514306345338,0.8127760788311247,0.6950390757730207,0.787791257461968,0.7271621827025384
35,0.5855514403377007,0.7499533582089553,0.8360127670107671,0.7486874179636227,0.7625306199359336,0.7376223905412895,0.7600894726822768,0.7402140113407719,0.5321829923550072,0.7500849473326537,0.8364808730242024,0.7415671117357695,0.7830445124023105,0.7171253822629969,0.7677337213532194,0.7346190627988524
36,0.5838491305708885,0.7487173507462687,0.8373258436972916,0.7448435908972506,0.7647196152589065,0.7327493826585286,0.7573437349513628,0.7406168038346749,0.528508647425991,0.7569656812776079,0.8411877432458066,0.7428314606741573,0.8119266055045872,0.7020047570506286,0.788700133613285,0.7315169141282718
37,0.5805548039834891,0.7531483208955224,0.8409782557165617,0.7505714353040979,0.7644778628806277,0.7418483324017142,0.7595021221803615,0.7470676828990005,0.5367593252221528,0.7443934760448522,0.835892231016566,0.7460545193687231,0.7378525314305131,0.7509344206591912,0.7412376320643971,0.7476329833017731
38,0.578151774028344,0.7547108208955224,0.8429536710765844,0.7523778133534231,0.7647745308561292,0.7446639947805015,0.7602531163764392,0.7493824901655841,0.5297558148108099,0.7474515800203874,0.840080743550959,0.7435078940557329,0.7628270472307169,0.7320761128100578,0.7553023663453111,0.7400692269655513
39,0.5753773921683653,0.7574626865671642,0.8454168906932946,0.7537762204649842,0.7709603835948047,0.7439132669750923,0.7639042180526897,0.7513724422666849,0.5261598049217592,0.7542473666326878,0.8422932131381975,0.742271714922049,0.8007135575942915,0.7077811756710839,0.7802959355684586,0.7326286336079589
40,0.5757402950035992,0.7572061567164179,0.8449556462674112,0.7522782972850787,0.7752186860227062,0.7391060407705256,0.7659285818111342,0.749112000359696,0.5236499883315485,0.755861365953109,0.8452399734726481,0.7473628691983122,0.7895005096839959,0.7222222222222222,0.7743169398907104,0.7397325692454633
41,0.573292710843371,0.7598414179104478,0.8479441430517912,0.756548463356974,0.7720352004469898,0.747605475867869,0.7657079963631144,0.7542646590547241,0.5263914142370872,0.7563710499490316,0.843101122020623,0.7540730577945464,0.7657152565409446,0.7470268433571186,0.7612534626038782,0.7516677785190127
42,0.5695987810394657,0.7613805970149253,0.8512210537556226,0.7579027067953814,0.7709994437233451,0.7516425755584757,0.7642679900744417,0.7586206896551724,0.5187629869450694,0.7539925246347264,0.8478517215011369,0.7512882171075231,0.764865783214407,0.7431192660550459,0.7596387634595345,0.7485866311938809
43,0.5687880153976269,0.7649020522388059,0.8518606508512535,0.7621339751303651,0.7769377945774418,0.7528786536758193,0.7716196846631629,0.758496583143508,0.5179834278786312,0.7614678899082569,0.8488423263203725,0.7596713454296474,0.7689432551817873,0.7539925246347264,0.7654363573646085,0.7576163374623368
44,0.5679072800856918,0.7649720149253731,0.8527205388223681,0.7626248351234218,0.7735251664571402,0.7563892912208569,0.7689640431292453,0.7611215467082054,0.522889091592768,0.7561162079510704,0.8453341429163392,0.7489287275907303,0.7847434590553857,0.727488956846755,0.7716705712741034,0.742246504901173
45,0.5638781935421389,0.769589552238806,0.8568961312487429,0.7675294117647058,0.7773275581016255,0.7618291372787146,0.7733156322602057,0.7659828353756483,0.5187471592393906,0.7569656812776079,0.8490051203931444,0.7442109968708092,0.8068297655453619,0.7071015970098539,0.7854312134364975,0.7336629074617642
46,0.5649194552604831,0.7688666044776119,0.8557367252613,0.7652145073792435,0.7789356676392941,0.7586547043073888,0.7718887402026381,0.7659865184915285,0.5193458361065258,0.7606184165817194,0.8511731679807382,0.7452540227806906,0.8209310227658851,0.7003058103975535,0.7963678516228748,0.7325651910248635
47,0.5607423868419519,0.7692863805970149,0.8593538478986293,0.7675899170719103,0.7766582703610412,0.7619158660572708,0.7733491124260355,0.7653413008503792,0.5112238802906611,0.7626571525654094,0.854254002511647,0.7617260787992496,0.7665647298674821,0.7587495752633368,0.7647260273972603,0.76062036412677
48,0.5619062130575749,0.7692164179104478,0.8588279069851222,0.7690117174735073,0.772119341563786,0.7663286192780052,0.7717136700084325,0.7667409677718956,0.508196551028801,0.7673292558613659,0.8559549985227304,0.7639810426540284,0.781515460414543,0.7531430513081889,0.7751355132016087,0.7599537419461424
49,0.5555010486672174,0.7750466417910448,0.8641447748174308,0.774584034398953,0.7774977833776657,0.7725980140785977,0.7765802914577574,0.7735270903941687,0.5038605540504922,0.7716615698267074,0.8600209969716838,0.7676750216076059,0.7888209310227658,0.754502208630649,0.7813159746657283,0.7626478318002629
50,0.5550873475510683,0.7745335820895523,0.8648505021580257,0.7734982663293037,0.7767134753092161,0.7723402264433423,0.7746597841389019,0.7744089012517386,0.5094671586285466,0.7602786272511043,0.8551210397022415,0.7623378810847229,0.7516139993204214,0.7689432551817873,0.7558450233800935,0.7648686030428768
51,0.5525889328611431,0.774580223880597,0.8671999120697693,0.7748742314141979,0.7729858261842596,0.7761758118701008,0.7735770089285714,0.7755894461077845,0.5138451836841262,0.7620625212368332,0.8532751454207124,0.7588878367909099,0.7752293577981652,0.7488956846755012,0.7691502355609842,0.7553385201125642
52,0.5501467686758112,0.7804337686567164,0.8691769764538465,0.7792962798002766,0.7824854819976771,0.7783657223132756,0.780229064964326,0.7806358917315536,0.5026188809829562,0.7696228338430173,0.8602756657844614,0.7716402829235433,0.7607883112470268,0.7784573564390078,0.7649415692821369,0.7744725008647527
53,0.5496096311887698,0.779804104477612,0.8693155668659744,0.7803062031737168,0.7784626879611469,0.7811422714991149,0.7794719226478245,0.7801385248970423,0.504289562712707,0.7702174651715936,0.8595689980740652,0.77263175590485,0.7595990485898743,0.780835881753313,0.7645982365662951,0.7760805415726436
54,0.5449185726802741,0.7832322761194029,0.8739114616019994,0.7830045523520486,0.7811120917917035,0.785369737273451,0.7806535704310585,0.7858211047761473,0.4990448864257854,0.7734454638124363,0.8640169564458892,0.7710926100763883,0.7837240910635406,0.763166836561332,0.77918473547268,0.7679374063592476
55,0.5450931778149818,0.784794776119403,0.8735482085633419,0.7850253925359921,0.7839779778845706,0.7856110411712593,0.7844406164160342,0.7851502266249241,0.5015865055358281,0.7779476724430853,0.8615979923911666,0.7690812720848057,0.8163438668025824,0.7395514780835881,0.8010673536989327,0.7581255916692963
56,0.5434558336192102,0.7857975746268657,0.8746647713091055,0.7843542366116499,0.7889213910943957,0.7826453638195193,0.7860705882352941,0.7855293573740175,0.5012660746908059,0.7750594631328577,0.8621655202384784,0.7700191071738752,0.7969758749575263,0.7531430513081889,0.7876687988628287,0.7635091145833334
57,0.5401254482011297,0.7860541044776119,0.8776218837931447,0.7870770087731513,0.7820889947238175,0.7900107161161067,0.7841650094806456,0.7879757256433175,0.501131320250747,0.7714916751613999,0.860706261879782,0.7649834003145204,0.799184505606524,0.7437988447162759,0.787410071942446,0.7572440437862202
58,0.539159599013293,0.7856576492537314,0.8782571088645219,0.7871221771858715,0.7767130297250779,0.7946499555721835,0.7797356828193832,0.7917773141122914,0.5016493508997171,0.7727658851512063,0.8621624317693672,0.7637134528751877,0.8110771321780497,0.7344546381243628,0.7954001839926403,0.7533533217610857
59,0.5366204219300356,0.7896921641791045,0.8801791413339868,0.7901619508562918,0.7854384740637358,0.7939677343932663,0.7863924783474596,0.7930386584621166,0.4953540334801959,0.7772680937818552,0.8656437859020103,0.7776835679158894,0.7753992524634726,0.7791369351002378,0.7762356127285037,0.7783083219645294
60,0.5338779318021305,0.791347947761194,0.8823949086175242,0.7919350712774121,0.7875343550565985,0.7951711577079345,0.7887252177135445,0.794007138831486,0.5011887999008531,0.7724260958205912,0.8618117895005674,0.7694690646243869,0.7852531430513082,0.7595990485898743,0.7795989537925022,0.765612058969687
61,0.5330989282077818,0.7923973880597015,0.8832120736067195,0.7931403076637077,0.7877771566983417,0.7970297029702971,0.7892886874479697,0.7955593188446702,0.4952072839900527,0.7712368331634387,0.8642503523452564,0.771721624141731,0.7691131498470948,0.7733605164797825,0.7700896633395364,0.7723937894557242
62,0.5332885929008029,0.7936567164179105,0.8831174254277776,0.7941942687011537,0.7901970833527466,0.7971237801746276,0.7912862108922364,0.7960572635531565,0.4994687008388016,0.7793917770981991,0.863667930572138,0.7751320460645943,0.7983350322799864,0.7604485219164119,0.7903937842133145,0.7691929939433623
63,0.5254049095867285,0.7995335820895523,0.8890408600436555,0.8004457238369395,0.7938888630117844,0.805193592078838,0.7957535195015001,0.8033938251237333,0.49275815154871216,0.7753143051308189,0.8674988012698862,0.7783086078283463,0.7618076792388719,0.7888209310227658,0.7680727874276262,0.7829579186310459
64,0.5271772786085286,0.7984608208955224,0.8877574472088268,0.7991073504114556,0.7926177304634838,0.8043427394824278,0.7939396738879394,0.8030709811125242,0.4943410335108638,0.7738702004757051,0.8660777302442177,0.7737933378653977,0.77420998980632,0.77353041114509,0.7740564433866032,0.7736842105263158
65,0.522686465217996,0.8001166044776119,0.8910112069847947,0.801803676725633,0.792306615003968,0.8079127638752971,0.7957862847700358,0.8045889826490945,0.4930072347836002,0.780156303092083,0.8681703268200696,0.7721429829195281,0.8153244988107373,0.7449881073734285,0.8013523391812866,0.7617460317460317
66,0.5257271122576586,0.8000233208955224,0.8890350656920506,0.7999253365687488,0.7958729422675632,0.804222378606615,0.7956739695506869,0.8044150731158605,0.47972159063362557,0.7880564050288821,0.8757236254263098,0.7824191157233802,0.8139653414882773,0.7621474685694869,0.8037986024010034,0.7738652883217574
67,0.5194310487651114,0.8050139925373134,0.8938661780881043,0.8064807313968292,0.7974347014925374,0.8125932835820896,0.8004594532506317,0.8097087378640777,0.48700127325466147,0.7806659870880054,0.8704352715179994,0.7817413355874895,0.7757390417940877,0.7855929323819232,0.7779273216689099,0.7834591626630062
68,0.5203469239286522,0.8039412313432835,0.8931273893653773,0.8055870314270518,0.795290277453952,0.8125962211336599,0.7986977256052825,0.809367881548975,0.49537401452012686,0.7751444104655114,0.8657408706296286,0.7720657883406528,0.7886510363574584,0.7616377845735643,0.7827833071416099,0.7679073614557486
69,0.5155382769766138,0.8063199626865671,0.8966903946388953,0.8087331014946684,0.7954471088673866,0.8171452506166519,0.800492386249658,0.8124224195550463,0.48926252588305785,0.7738702004757051,0.8690589399981458,0.775737152485257,0.7655453618756372,0.782195039075773,0.7693850267379679,0.7785072563925363
70,0.5134345377781497,0.8078591417910448,0.8981520526698772,0.809753619507239,0.797938336676151,0.8177790215008628,0.8018842037867008,0.8140763300656705,0.47636606127185666,0.7889058783554196,0.8782451584061375,0.7907368421052632,0.780156303092083,0.7976554536187563,0.783937218233428,0.7940515303475705
71,0.5161287051083436,0.8054104477611941,0.8963892593861538,0.8083777328679038,0.7909952827985615,0.8197866691508687,0.797281993204983,0.8140350877192982,0.47856202551528165,0.7919639823309548,0.8780294706918135,0.7834085080038914,0.8314644920149508,0.7524634726469589,0.8170079321158458,0.7705873090851835
72,0.5082761028142118,0.8139692164179104,0.9017063403466816,0.8149316752894229,0.8071874127176241,0.8207776427703524,0.8091683943791753,0.8188902007083825,0.47648319176843634,0.787376826367652,0.8777269161757156,0.7829329633162778,0.8078491335372069,0.7669045191980972,0.7996457041629761,0.7760731189815571
73,0.5046694503346486,0.8159281716417911,0.9043214073418686,0.817092670266262,0.8065895255355732,0.8253358925143954,0.8090124816446402,0.8230747344461306,0.49038677496592636,0.7848284063880394,0.8699452296083394,0.7827802075293714,0.7942575603126062,0.7753992524634726,0.7903030303030303,0.7795564448891112
74,0.504397203851102,0.8156716417910448,0.9045694484114255,0.8161518422032006,0.8084968229673948,0.8229279046859609,0.8094864578046417,0.8219927382468053,0.470301795264949,0.7939177709819911,0.8825503688902143,0.7892267593397047,0.8161739721372749,0.7716615698267074,0.8076102418207681,0.7813923227065712
75,0.5018974765245594,0.8187966417910447,0.9062365566302651,0.8201888364343236,0.8084898642365631,0.8291690061763054,0.8114010989010989,0.8264733840304183,0.48168241228584363,0.7903499830105335,0.8756392698097006,0.7856522494354699,0.8122663948352021,0.7684335711858647,0.8036602700781805,0.7781575520833334
76,0.5044563641299062,0.8166744402985074,0.9044923171963091,0.818238571990104,0.8079936573080869,0.8253568429890848,0.8112420338361377,0.822298163178129,0.48188683933214,0.786697247706422,0.8755660557732494,0.7872214219133972,0.7842337750594631,0.7891607203533809,0.7852916314454776,0.788116783336179
77,0.5008346221785047,0.8197527985074626,0.9073307602883051,0.8216288569384506,0.8067891188095792,0.8327953216374269,0.810757879395154,0.829191359204741,0.4723434295181347,0.7945124023105674,0.8805278401533081,0.7933361811191798,0.800203873598369,0.7888209310227658,0.7979034198315862,0.7911977154375945
78,0.4964452001363484,0.8226445895522388,0.9099657700777687,0.8255053575935571,0.8085882683132192,0.8366198493163427,0.8146823060549794,0.8310976489254291,0.47903562179240194,0.7820251444104656,0.8765863185552107,0.7807961729027849,0.7876316683656133,0.7764186204553177,0.7852233676975945,0.7788978494623656
79,0.4941345289349556,0.8232042910447761,0.9114357637438564,0.8247775338033053,0.8111988847583643,0.8352996254681648,0.8145172335083314,0.8322765196662694,0.46450005860432336,0.7944274549779137,0.8847756397489555,0.7946019351553216,0.7935779816513762,0.7952769283044513,0.7939280868385346,0.794928522804629
80,0.4901715670948598,0.8270522388059701,0.9141413059602655,0.8296425617936231,0.8150021070375053,0.8390094317706639,0.8204825298741424,0.8339801638637344,0.47061471430503804,0.7936629289840299,0.8838435426576468,0.790477011989994,0.808868501529052,0.7784573564390078,0.8028736639215,0.7849958779884584
81,0.48875247019885193,0.8293610074626866,0.9150887256075011,0.8318742675949542,0.8166978484565014,0.841953488372093,0.8220335134644203,0.8370966968694569,0.46058677930546843,0.8037716615698267,0.890594676356724,0.7952490693139515,0.8453958545701665,0.7621474685694869,0.8313565604151223,0.7804265997490589
82,0.48726997373264225,0.8282649253731343,0.9160340977395438,0.8300719955695035,0.8164881229622729,0.8400747314339094,0.8203046611329016,0.8365944449747065,0.46303823768444685,0.7934930343187224,0.8865304530559044,0.798005816368924,0.7711518858307849,0.8158341828066599,0.7809399902423159,0.8072203450115597
83,0.48396272456912853,0.8310867537313433,0.9180881896581491,0.8331913129591672,0.8181648638567699,0.8440182904068683,0.8226385920232844,0.839978938298789,0.4684975399514255,0.7945973496432212,0.8842128311979024,0.7931211498973306,0.8017329255861366,0.7874617737003058,0.7988624612202688,0.7904522613065327
84,0.4804196543435552,0.8343516791044776,0.9204169811252654,0.8351245328567117,0.8224143511026862,0.8465013411133594,0.8240494732020156,0.8450356294536817,0.4698158935846194,0.8016479782534829,0.8861811385401805,0.7964077077338914,0.8273870200475705,0.7759089364593952,0.8180189862081318,0.7868799482953628
85,0.4800878749854529,0.8346082089552239,0.920381242827228,0.8382594417077175,0.8192941176470588,0.8496532593619972,0.8271671617607346,0.8426096215274417,0.4664336902534832,0.7973156642881414,0.8856793921985154,0.7935629001557363,0.8154943934760448,0.7791369351002378,0.8085331452750353,0.7868852459016393
86,0.4780691191776475,0.8343283582089552,0.9218059963070044,0.8369520312141382,0.8209555898731807,0.8476128492399237,0.826556054218233,0.8425627971759282,0.463431092546038,0.8003737682636766,0.8878500375638664,0.7971339779005525,0.8163438668025824,0.7844036697247706,0.8102843102843102,0.7910767204478103
87,0.4762973994906269,0.8365438432835821,0.9227955589113845,0.8384017706868327,0.8216740988480119,0.8515361558636193,0.8256664093365423,0.8480272304520831,0.4788139760494232,0.7934080869860687,0.881557974490746,0.7870029777544228,0.8234794427454978,0.7633367312266395,0.8121836587129428,0.7767628205128205
88,0.4725554508059772,0.8390858208955224,0.9249475000529676,0.8419678438917138,0.8235762085263699,0.8544930500674074,0.8298045234978105,0.8490038110859183,0.4462554947594586,0.8078491335372069,0.896985830219175,0.803748047891723,0.8287461773700305,0.7869520897043832,0.8212765957446808,0.7954990215264188
89,0.468158961076345,0.8446595149253732,0.92755336291076,0.8455420289855073,0.8340830048690007,0.8553600750645085,0.835946813388354,0.8536782154722354,0.44640229152434546,0.8086136595310908,0.8968362126524709,0.8051880674448768,0.8261977573904179,0.7910295616717635,0.8198626518753301,0.7981290004923683
90,0.46927456270847745,0.8407416044776119,0.9270049285145366,0.8430367527064611,0.8260423467960079,0.8554436048138819,0.8309846390865014,0.8510883667291337,0.44482140324038005,0.8075093442065919,0.8976791915346158,0.8050920350937554,0.81991165477404,0.7951070336391437,0.8153310104529616,0.8000663129973474
91,0.4674334710436081,0.8445662313432836,0.9279588025488689,0.8458068247541932,0.8348850200167582,0.8542854472380597,0.8374948458331425,0.8518975917921436,0.4434300081237503,0.8139653414882773,0.898663590551432,0.8093994778067886,0.8379204892966361,0.7900101936799184,0.8297644539614561,0.7996108949416343
92,0.4678248163701883,0.8440065298507463,0.9278363834752704,0.8455303327714014,0.831736582643475,0.8563476471138554,0.8349828962371721,0.8534478644714866,0.44400873891604337,0.8101427115188583,0.899053228350784,0.8054660980067891,0.8341828066598709,0.7861026163778457,0.8258076030697841,0.7959150591668017
93,0.4641062298150205,0.8454990671641791,0.929971734522756,0.8478725114239134,0.8307498365860492,0.8602180598266704,0.8358763073301037,0.8557206752272399,0.4473581917421973,0.8108222901800883,0.8983699262081023,0.8036328366105282,0.8474345905538566,0.77420998980632,0.8353803849679193,0.7896153237296185
94,0.4585442538359272,0.8504430970149254,0.9331671397206409,0.8529769137302552,0.8350785340314136,0.8657390171258377,0.840585603904026,0.8609571545616657,0.4423449751313614,0.8112470268433571,0.9010375697546624,0.8057692307692308,0.8394495412844036,0.7830445124023105,0.829852358660425,0.7946284979092956
95,0.4576250852043949,0.849160447761194,0.9337001737221197,0.8508784064185918,0.8337124553177662,0.8647546745395754,0.8374404356705242,0.8615495322619333,0.44256007630863914,0.8131158681617398,0.8998571828381796,0.8088950660180682,0.835202174651716,0.7910295616717635,0.8275862068965517,0.799869834038399
