epoch,train_loss,train_acc,train_f1,train_specificity,train_precision,train_recall,val_loss,val_acc,val_auc,val_f1,val_specificity,val_precision,val_recall
1,0.6864857342976927,0.5625931445603577,0.6022193045614332,0.46483680912746655,0.5540445760598504,0.659569533351888,0.6673129387199879,0.5807849133537207,0.6207815552930068,0.6272377067754362,0.45616717635066256,0.5646674826601387,0.7054026503567788
2,0.6811266576346626,0.5677160953800298,0.6023817683344757,0.4838679422247233,0.560954204563587,0.6504162812210916,0.6611417293872522,0.5906388039415562,0.6351839959802564,0.6384574986870732,0.4583758069996602,0.5716780867929598,0.7229018008834522
3,0.672795910948968,0.5906296572280179,0.6204499330713761,0.5100904662491301,0.5763969673873801,0.6717939127588948,0.6641047828547333,0.5859667006455997,0.6635617016668152,0.4332558139534884,0.8554196398233096,0.6864406779661016,0.3165137614678899
4,0.669537819533341,0.5936335692995529,0.6191318012178354,0.5255355732143687,0.5814544560137739,0.6620303383897316,0.6488373033378435,0.6153584777437988,0.6850736539268181,0.5048118985126859,0.8386000679578661,0.7084100675260896,0.39211688752973156
5,0.6605691722803784,0.6080011177347243,0.616415257713166,0.5857927567265617,0.6031930074919729,0.6302301742614854,0.6205743371468523,0.647128780156303,0.7129459186544573,0.5903353057199211,0.7857628270472308,0.7035731076633757,0.5084947332653754
6,0.6508566093715754,0.62299739195231,0.6180342565941584,0.6398350747317622,0.6301659850853981,0.6063608166288598,0.6180369243349718,0.6383792048929664,0.720331472978089,0.5145398563120082,0.8934760448521917,0.7825182101977107,0.38328236493374107
7,0.6436986523484687,0.6312639716840537,0.6185164663085114,0.6642464860839616,0.6402174455139394,0.5982384192375804,0.6045645895292577,0.6446653075093443,0.7290431351182722,0.5282508176384346,0.8914373088685015,0.7856424018785643,0.39789330615018687
8,0.6410659101587649,0.6350828986587184,0.6165365698485331,0.6809428796807573,0.6469138338297217,0.5888842144626747,0.5952827521680814,0.662419300033979,0.7381572218972114,0.5933278755628326,0.8323139653414883,0.7460113226968605,0.49252463472646957
9,0.638961045535062,0.6384593889716841,0.6145098818154733,0.7027140654925959,0.6603874272906772,0.5745925616381111,0.5876723578523683,0.6721882432891607,0.7452134068654532,0.6173525037183937,0.8154943934760448,0.741366992140986,0.5288820931022766
10,0.6354786297403576,0.6433029061102832,0.6166474798538465,0.7097282759899842,0.6630785791173305,0.5762933857236411,0.5891237325318481,0.6694699286442406,0.7493069706228283,0.5870741801973893,0.8690112130479103,0.7820186598812553,0.46992864424057085
11,0.6309576046871002,0.6481464232488823,0.6250434264727779,0.7083100948131623,0.6674085850556439,0.5877356729512787,0.5853053288048377,0.6793238192320761,0.7546912113945692,0.6123832015607352,0.8520217465171593,0.7739423825590449,0.5066258919469928
12,0.6304260392946742,0.6500093144560357,0.6270656543099596,0.7105716013208688,0.6700249217880058,0.5892832159679149,0.5796278543446375,0.6791539245667686,0.7553005345995711,0.6179059180576632,0.8394495412844036,0.7636909227306826,0.5188583078491336
13,0.6256340046686671,0.6539446721311475,0.629853794615059,0.7234092399962515,0.6817275031002319,0.5853161744282936,0.5731678998057285,0.6872239211688753,0.7625886578252166,0.6374556912170146,0.8244988107373429,0.7580796252927401,0.5499490316004078
14,0.625860665709713,0.6550391207153502,0.6303338823177123,0.7231501352990576,0.6803490627020039,0.5871687587168759,0.574317779817173,0.6803431872239212,0.7620923235205455,0.5998085717324259,0.881583418280666,0.8018197327267558,0.47910295616717635
15,0.6247124578553944,0.6571115871833085,0.6324905782813787,0.7225578585370388,0.6797382114693418,0.5913842994492673,0.576084121292376,0.6845905538566089,0.758457397426168,0.6269466492514819,0.8391097519537887,0.7671502335874109,0.5300713557594292
16,0.6219313100380087,0.6574375931445604,0.6295671442600659,0.7322658722770434,0.6848737193885936,0.5825256290773532,0.5683980960115467,0.6910465511382943,0.7650980389779811,0.6483612104805182,0.8124362895005097,0.7522997531972179,0.5696568127760788
17,0.6220904119790223,0.6621879657228018,0.6289295306305155,0.7442257157346365,0.6890483129693981,0.5784595115983626,0.5692150148198657,0.691131498470948,0.7668146216556064,0.6276116345759934,0.8617057424396873,0.7900979886539453,0.5205572545022086
18,0.6192229116105109,0.6631659836065574,0.6336026748397883,0.7414697553502623,0.6919119274175702,0.5843573330841471,0.5660270503317208,0.6927454977913694,0.7707147231305784,0.6254530392461427,0.8724091063540604,0.8008485812781756,0.5130818892286783
19,0.6190326293117066,0.6649590163934426,0.6360969194192928,0.740615441653536,0.6919986792868149,0.5885519048956286,0.5584114588817338,0.6980122324159022,0.7744593909030904,0.6814230665830272,0.7500849473326537,0.7210316707756496,0.6459395174991506
